fire Name,fire Overview,url,Incident Type,Incident Commander,Coordinates,Fuels Involved,Projected Incident Activity,Incident Cooperator,Location,Incident Description,Size,Total Personnel,Remarks,Cause,Planned Actions,Weather Concerns,Date of Origin,Significant Events,Percent of Perimeter Contained,Estimated Containment Date
Shale Creek,"

Image options: [ Full Size ]The Shale Creek Fire has been burning in remote and rugged terrain east of Hams Fork River. The fire reached 80% containment by the evening of July 26.Wyoming Team 2 will transfer command to a Type 4 team from the Bridger-Teton National Forest on the morning of July 28. A helitack crew and a wildland fire module will be on the fire starting on July 28.The closure order for the Shale Creek Fire, including some access trails and forest roads, remains in effect as remaining firefighters continue monitoring, suppression, and rehab.

",https://inciweb.nwcg.gov/incident/7689/,Wildfire,Kemmerer Ranger District,"42.236 latitude, -110.606 longitude","Timber (Litter and Understory); Light Logging Slash; Brush (2 Feet).
Narrative:
Fire currently burning in mixed conifer and heavy dead and down. Fire burning in footprint of 2000 Fontenelle fire. Spotting into sage and timber fuels.",N/A,N/A,Kemmerer,N/A,189 Acres,15,N/A,Unknown,Resources will continue to patrol and mop up the fire area while rehabilitating the constructed fire line.,N/A,"Friday July 16th, 2021 approx.   02:00 PM","Minimal, creeping, smoldering",100%,N/A
Dixie Fire (CA),"

Background:
The Dixie Fire started on July 13, 2021. The fire burned on the Plumas National Forest, Lassen National Forest, Lassen Volcanic National Park, and across five counties: Butte, Lassen, Plumas, Shasta and Tehama. The Fly Fire started on July 22 and was managed under the Dixie Fire East Zone command as the two fires eventually merged into one. The drought, combined with hot weather, strong winds, and exceptionally dry vegetation, resulted in very active fire behavior.No further updates will be posted to the Dixie Fire Inciweb page. For information about post-fire resource analyses and suppression repair efforts, visit the post-fire Burned Area Emergency Response page at https://inciweb.nwcg.gov/incident/7811/. 
 Information Resources
Daily Updates are posted on the News tab of this Inciweb site.Closure Orders including Forest Service Closure Orders are posted on the Closures tab.Evacuation information and community resources are posted to the Announcements tab of this Inciweb site.Dixie Fire maps are available on the Maps tab.Video Updates are posted on the Lassen National Forest Facebook page and Plumas National Forest Facebook page. 


",https://inciweb.nwcg.gov/incident/7690/,Wildfire,Eastern Area Silver Team,"39.876 latitude, -121.379 longitude",Fuels on the Dixie fire were primarily timber litter with shrub and grass understory (TU5). There are also areas that contain primarily shrub and brush with a heavy grass component. Fine fuel moistures are trending upwards with cloudy weather and higher humidity. Live fuel as well as heavy fuel moistures remain very low.,"12 hours (Tonight): 
East Zone: Rain to continue tonight into Monday morning. Debris flow risk remains high. Suppression Repair operations are delayed temporarily. 
West Zone: No fire behavior related issues anticipated. 
24 hours (Monday):
East Zone: Rains continue in the morning, with snow above 5500 ft, both diminishing over the day. Winds remain gusty. Debris flow risk expected moderate. Suppression Repair operations will be delayed temporarily. 
West Zone: No fire behavior related issues anticipated. 
48 hours (Tuesday):
East Zone: Debris flow risk reduced to none. Weather conditions will allow limited suppression repair activities. 
West Zone: Significant precipitation across the fire area. No containment threats anticipated. 
72 hours (Wednesday):
East Zone: Weather and ground conditions will allow limited return to suppression repair operations. 
West Zone: Significant precipitation across the fire area. No containment threats anticipated. 
Anticipated after 72 hours (Thursday +):
East Zone: Drier conditions in the forecast will allow return to suppression repair operations where access and ground conditions allow. 
West Zone: No fire behavior related issues anticipated.",Cal Fire,Feather River Canyon near Cresta Powerhouse and Lake Almanor.,Wildfire,"963,309 Acres",725,"Box 25: 
The fire area is in portions of Butte, Lassen, Plumas, Shasta, and Tehama counties.  
Box 32(E): East Zone - 8 responder injury, West Zone - 8 responder injuries  
Box 33: 
The Plumas National Forest implemented Forest Order No. 05-11-00-21-25, effective from September 19, 2021, through November 30, 2021. The Lassen National Forest implemented Forest Order No. 06-21-08, effective from August 12, 2021, through November 30, 2021. 
Box 38:  
Inventory Roadless Area (IRAs): Bucks Lake (PNF), Butt Mountain (PNF), Chips Creek (LNF), and Cub Creek (LNF). Experimental Forests: Swain Mountain, Blacks Mountain. Research Natural Areas (RNAs): Green Island Lake (LNF), Soda Ridge (LNF), Cub Creek (LNF), Mount Pleasant (PNF). Wilderness: Bucks Lake Wilderness (PNF), Caribou Wilderness (LNF), Lassen Volcanic National Park Wilderness.  
Commercial timber ownerships: Sierra Pacific Industries, W.M. Beaty and Associates, Collins Pine. An estimated $1 Billion dollars of timber has been destroyed. Substantial losses of private and public timberlands have released decades of sequestered carbon, releasing it into the atmosphere with uncalculatable impacts to green house gas accumulations.  
Waterways: Philbrook Lake (PG&E, LNF), North Fork of the Feather River (PG&E, PNF), Silver Lake (Drinking water, PNF), Thompson Lake (Drinking water, PNF), Butte Creek (T&E species: chinook and steelhead, PNF), Deer Creek (T&E species: chinook and steelhead), Oliver Lake (T&E species: Sierra-Nevada Yellow-legged Frog, LNF), Gold Lake (T&E species: Sierra-Nevada Yellow-legged frog, PNF), Rock Lake (T&E species: Sierra-Nevada Yellow-legged frogs, PNF) 
Additional T&E species (not listed above): California Spotted Owl, Valley Elderberry Beetle, Shasta Crayfish, Cascades frog, California Red-Legged Frog, Bald Eagle, Golden Eagle, Grey wolf, Fisher, California wolverine, and Sierra Nevada red fox. 
Fire is 100% contained. This will be the final 209 update.",Undetermined,"Provide for service calls within communities impacted by the fire: Chester, Hwy 36 corridor, Hwy 89 Corridor, Hwy 395 corridor, Paxton, Greenville, Jonesville, Crescent Mills, Taylorsville, Prattville, Butte Meadows, Bucks Lake, Meadows Valley, Rush Creek, Warner Valley, Pecks Valley, Williams Valley, Hunt Canyon, Susanville, Janesville, and the Greater Almanor area. 
EAST Zone: Assess and evaluate post-storm conditions. Identify areas within Divisions where suppression repair operations can be most effective given the current ground conditions and forecasted weather. Will engage as appropriate to critical threats to life, communities and infrastructure resulting from this weather event. 
WEST Zone: Will engage as appropriate to critical threats to life, communities and infrastructure resulting from this weather event within Dixie Fire footprint. 
Resources will continue suppression repair activities, weather permitting, in identified high-priority areas. Priority 1 areas include: the Lassen and Shasta sectors, Old Station, surrounding communities, along Highway 89, Badger Mtn, Butte Lake, Bogard, Silver Lake, A21 Road, Canyon Dam, Childs Meadow, Morgan Summit, Wilson Lake Road, Willow Lake, Domingo Springs, Carter Meadow and Humbug Valley. 
Within priority 1 areas, crews and equipment will continue to remove the hazards along public rights of way; continue to reduce logging debris, and stabilize fire lines on steep slopes to reduce erosion potential. Resources are also positioned to respond to debris flows.","Synopsis: A major storm is moving through, with heavy rain across the area and will continue until tomorrow midday, when precipitation starts to taper off. Cooling temperatures overnight will transition rain to snow for elevations above 5500ft. A flash flood warning and winter storm warning have been issued as a result. Strong winds out of the Southwest will be present. Rain and snow will linger into Tuesday. Fair weather returns midweek. 
For the rest of today and tonight: Heavy rain continues. Cooling temperatures will cause rain to turn to snow for elevations over 5500ft tonight. Stronger winds will decrease in speed through the afternoon and overnight, with maximum gusts to 35 mph later in the day and overnight. 
Tomorrow (Monday): Rain and snow continue through the morning. Expect 3-5 inches of rain total for the event. 2-6 inches of snowfall are expected for most areas. Areas in higher terrain (above 6500-7000ft) may receive over a foot of snow. Precipitation will ease in the afternoon as the storm moves out of the area.  
48 Hours (Tuesday):  Rain and snow showers will linger into Tuesday morning. However, Tuesday weather will clear and temperatures will begin to warm. Fair weather begins to move into the area.
72 Hours (Wednesday): Fair weather, warming temperatures, and light winds as high pressure begins to build into the region. This will keep weather calm and allow areas around the fire to recover from the heavy precipitation received in previous days.","Tuesday July 13th, 2021 approx.   05:15 PM",N/A,100%,"Saturday October 30th, 2021 approx.   12:00 AM"
Black Mountain,"

Image options: [ Full Size ]The lightning-caused Black Mountain fire was reported to the Dillon Interagency Dispatch Center on July 17, 2021. The fire is located 13 miles south of Jackson, MT and east of Skinner Lake and Skinner Meadows in both the Dillon and Wisdom Ranger Districts. Due to current access issues, heavy dead and down fuel and expected fire behavior, fire managers are preparing indirect line around many parts of the fire to protect the highest values at risk. These tactics may change should conditions warrant.The fire is being managed by the Southern Area Blue Type 1 Team, Incident Commander Mark Morales.  
Forest Closure Orders are in effect for the fire area. Please see up to date closure order at Beaverhead-Deerlodge NF: Beaverhead-Deerlodge NF Closure.  

",https://inciweb.nwcg.gov/incident/7691/,Wildfire,Beaverhead-Deerlodge National Forest,"45.185 latitude, -113.474 longitude","Timber(Grass and Understory)
Heavy Logging Slash
Brush (2 feet)","12 hours: No fire movement expected.
24 hours: No fire movement expected.
48 hours: No fire movement expected.
72 hours: No fire movement expected.
Anticipated after 72 hours: No fire movement expected.",N/A,"13 miles south of Jackson, MT. 20 miles east of Salmon, ID",N/A,"1,041 Acres",1,N/A,Lightning,"Div W Unstaffed.
Div Z Patrol and monitor.",Red Flag weather conditions,"Saturday July 17th, 2021 approx.   01:30 PM",Minimal fire behavior.,100%,"Sunday October 31st, 2021 approx.   06:00 PM"
Nez Perce-Clearwater Lightning Fires,"

Due to decreased fire activity across the Nez Perce-Clearwater National Forests, this InciWeb page will NOT be maintained after September 1, 2021. For the latest fire information for the Nez Perce-Clearwater National Forests, please visit the following resources:
Forest WebsiteForest Fire Information PageForest Facebook pageForest Twitter pageOfficial Forest Mobile app: search ""Nez Perce Clearwater"" in your app store On June 30th, a succession of thunderstorm systems moved through north-central Idaho bringing lots of lightning and very little precipitation. These thunderstorms resulted in numerous wildfires on the Nez Perce-Clearwater National Forests and the surrounding areas. The U.S. Forest Service, Idaho Department of Lands, Clearwater-Potlatch Timber Protective Association, Nez Perce Tribe, the Incident Management Teams and the Bureau of Land Management, are working together to prioritize resources between wildfires based on immediate threats to life and property.The area has experienced extreme fire conditions this season. Prolonged drought (dry conditions), high temperatures, low relative humidity and dropping live fuel moisture have created conditions conducive for an unusually high number of lightning-caused wildfires and large fire growth after starts.


",https://inciweb.nwcg.gov/incident/7692/,Wildfire,N/A,"46.245 latitude, -116.033 longitude",N/A,N/A,N/A,North-Central Idaho,N/A,N/A,N/A,"This InciWeb page will NOT be maintained after Sept. 1, 2021 unless fire activity increases. For the most up to date Nez Perce-Clearwater NFs fire information, please visit https://bit.ly/NPCFireInfo.",Lightning,N/A,N/A,"Wednesday June 30th, 2021 approx.   12:00 AM",N/A,N/A,N/A
Lava Post-Fire BAER,"

Image options: [ Full Size ]THREE PHASES OF WILDFIRE RECOVERY 
 There are three phases of recovery following wildfires on federal lands:  -       Fire Suppression Repair  -       Emergency Stabilization-Burned Area Emergency Response (BAER)  -       Long-Term Recovery and Restoration  o   Fire Suppression Repair is a series of immediate post-fire actions taken to repair damages and minimize potential soil erosion and impacts resulting from fire suppression activities and usually begins before the fire is contained, and before the demobilization of an Incident Management Team. This work repairs the hand and dozer fire lines, roads, trails, staging areas, safety zones, and drop points used during fire suppression efforts.  o   Emergency Stabilization-Burned Area Emergency Response (BAER) is a rapid assessment of burned watersheds by a BAER team to identify imminent post-wildfire threats to human life and safety, property, and critical natural or cultural resources on National Forest System lands and take immediate actions to implement emergency stabilization measures before the first post-fire damaging events. Fires result in loss of vegetation, exposure of soil to erosion, and increased water runoff that may lead to flooding, increased sediment, debris flows, and damage to critical natural and cultural resources. BAER actions such as: mulching, seeding, installation of erosion and water run-off control structures, temporary barriers to protect recovering areas, and installation of warning signs may be implemented. BAER work may also replace safety related facilities; remove safety hazards; prevent permanent loss of habitat for threatened and endangered species; prevent the spread of noxious weeds, and protect critical cultural resources.  o   Long-Term Recovery and Restoration utilizes non-emergency actions to improve fire-damaged lands that are unlikely to recover naturally and to repair or replace facilities damaged by the fire that are not critical to life and safety. This phase may include restoring burned habitat, reforestation, other planting or seeding, monitoring fire effects, replacing burned fences, interpreting cultural sites, treating noxious weed infestations, and installing interpretive signs.

",https://inciweb.nwcg.gov/incident/7693/,Burned Area Emergency Response,N/A,"41.425 latitude, -122.261 longitude",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Goat Fire,"

Image options: [ Full Size ]This will be the final update for the Goat Fire unless significant activity occurs. Heavy equipment, ground and felling crews worked hard in steep, rugged terrain over the last few weeks to create safe access to and from the fire, construct contingency lines, and aggressively seek and eliminate heat sources near the fire’s edge. Repair work from suppression activities will continue into the near future. Recent weather and natural barriers have assisted firefighters in accelerating these efforts and minimizing fire behavior.  An infrared flight over the area on August 8th revealed no heat signatures and fire activity is minimal.  Small amounts of smoke may still be visible as interior islands of unburned vegetation continue to smolder.  The fire will be monitored just in case a low probability event occurs and it escapes control features.  Area closures have been lifted, allowing the public back into the interior of the Flint Creek Mountains.  If you have further questions related to the Goat Fire, please contact the Pintler Ranger District at 406-859-3211. 


",https://inciweb.nwcg.gov/incident/7694/,Wildfire,"Pintler District, BDNF","46.379 latitude, -113.071 longitude","Timber (Litter and Understory) consisting of Sub-Alpine Fir, Old Growth Douglas Fir. In addition Brush (2ft)","Due to weather conditions we expect minimal fire behavior and minimal activity. With incoming weather, crews will be assessing fire behavior.","Powell County, Montana DNRC, Granite County Sheriff, Beaverhead-Deerlodge National Forest","11 Miles Northeast of Philipsburg, MT",N/A,212 Acres,31,N/A,Lightning,Ground crews will continue to mop up and cold trail where needed.,"Friday: Sunny, with a high near 70. Calm wind becoming northwest around 6 mph in the afternoon.","Saturday July 17th, 2021 approx.   09:30 AM","Heavy equipment completed work along the roads, creating safer access for crews and rehabbing problem areas along the roadway.",75%,"Friday October 01st, 2021 approx.   12:00 AM"
McDougal Fire,"

 The McDougal fire is currently assessed at 16.5 acres. Type 1 and Type 3 helicopters are working to assist crews in suppression efforts. This fire was called contained at 1742 on 21JUL21 and controlled on 27JUL21.

",https://inciweb.nwcg.gov/incident/7695/,Wildfire,N/A,"46.119 latitude, -113.451 longitude",N/A,N/A,N/A,N/A,N/A,17 Acres,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Yaak,"

Image options: [ Full Size ]The South Yaak Fire was detected on July 13, 2021. It is burning in timbered, steep terrain approximately 4 miles northwest of Troy, Montana. The fire is likely to burn until significant moisture covers the fire area.The USDA Forest Service Three Rivers Ranger District has several areas, roads, and trails closed or restricted for public safety due to fire management activities related to the Burnt Peak and South Yaak fires. Closure orders and maps may be viewed on the Kootenai National Forest webpage at https://www.fs.usda.gov/alerts/kootenai/alerts-notices.On September 9, the fire was returned to the Three Rivers Ranger District, Kootenai National Forest. The fire is being managed by a Type IV team and updates will be posted to Iniciweb and the Kootenai National Forest Facebook page as needed.

",https://inciweb.nwcg.gov/incident/7696/,Wildfire,"John Thompson, NR Team 7","48.551 latitude, -115.93 longitude","Fuels located in the South Yaak are generally similar though logging units are located throughout the area with residual understory, light logging slash and scattered machine and hand piles.",Cooler temp and higher RH's will moderate any fire activity. Creeping and smoldering can be expected.,"Montana DNRC, Lincoln County Sheriff's Office-Facebook, Lincoln County Commissioners, Lincoln County Code Red Registration, Lincoln Co. Emergency Management Agency","4 Miles N of Troy, Mt",N/A,"12,489 Acres",53,Northern Rockies IMT 7 is managing both the Burnt Peak and South Yaak Fires.,Lightning,Suppression repair will take place on all divisions as operations allow. Communication will continue with local emergency management personal on fire behavior or conditions requiring a change in tactics or response posture.,"Hot, dry, and gusty westerly winds will once again develop Thursday afternoon; however, cloud cover will increase, allowing for a minor increase in humidity. A pacific weather system with abundant atmospheric moisture will bring a return of wetting rainfall Friday. The forecast has quickly trended towards a wet solution. In fact there is a 40 to 60 percent chance for a half an inch or more of rainfall by Saturday morning across western Montana. A westerly flow will pattern will take shape Sunday into early next week, with seasonal temperatures expected.","Tuesday July 13th, 2021 approx.   01:00 PM","Warm, dry and breezy conditions will continue to allow fire to become more active where isolated heat exists. Fire behavior and spread potential will remain low.",89%,"Thursday September 30th, 2021 approx.   12:00 AM"
Salt Post-Fire BAER,"

Image options: [ Full Size ]THREE PHASES OF WILDFIRE RECOVERY 
 There are three phases of recovery following wildfires on federal lands:  -       Fire Suppression Repair  -       Emergency Stabilization-Burned Area Emergency Response (BAER)  -       Long-Term Recovery and Restoration  o   Fire Suppression Repair is a series of immediate post-fire actions taken to repair damages and minimize potential soil erosion and impacts resulting from fire suppression activities and usually begins before the fire is contained, and before the demobilization of an Incident Management Team. This work repairs the hand and dozer fire lines, roads, trails, staging areas, safety zones, and drop points used during fire suppression efforts.  o   Emergency Stabilization-Burned Area Emergency Response (BAER) is a rapid assessment of burned watersheds by a BAER team to identify imminent post-wildfire threats to human life and safety, property, and critical natural or cultural resources on National Forest System lands and take immediate actions to implement emergency stabilization measures before the first post-fire damaging events. Fires result in loss of vegetation, exposure of soil to erosion, and increased water runoff that may lead to flooding, increased sediment, debris flows, and damage to critical natural and cultural resources. BAER actions such as: mulching, seeding, installation of erosion and water run-off control structures, temporary barriers to protect recovering areas, and installation of warning signs may be implemented. BAER work may also replace safety related facilities; remove safety hazards; prevent permanent loss of habitat for threatened and endangered species; prevent the spread of noxious weeds, and protect critical cultural resources.  o   Long-Term Recovery and Restoration utilizes non-emergency actions to improve fire-damaged lands that are unlikely to recover naturally and to repair or replace facilities damaged by the fire that are not critical to life and safety. This phase may include restoring burned habitat, reforestation, other planting or seeding, monitoring fire effects, replacing burned fences, interpreting cultural sites, treating noxious weed infestations, and installing interpretive signs.

",https://inciweb.nwcg.gov/incident/7697/,Burned Area Emergency Response,N/A,"40.916 latitude, -122.403 longitude",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ruby,"

 The Ruby Fire was detected on July 15, 2021 at 6:40 p.m.  It is burning in timbered, steep terrain approximately 2 miles Northwest of Troy, Montana. Initially the  fire was reported at approximately 3 acres displaying 1-4 foot flame lengths,  isolated and group torching with moderate fire behavior creating a high potential for spread.  Fire personnel continue to be on scene.  Smoke may be visible from the community of Troy.  

",https://inciweb.nwcg.gov/incident/7698/,Wildfire,Bothman,"48.484 latitude, -115.94 longitude",Timber (litter and understory),N/A,N/A,"2 Miles NW of Troy, Mt.",Suppression,86 Acres,N/A,N/A,Unknown,N/A,N/A,"Thursday July 15th, 2021 approx.   06:30 PM",Minimal smoldering,100%,N/A
Tennant Post-Fire BAER,"

Image options: [ Full Size ] THREE PHASES OF WILDFIRE RECOVERY  
There are three phases of recovery following wildfires on federal lands:  -       Fire Suppression Repair  -       Emergency Stabilization-Burned Area Emergency Response (BAER)  -       Long-Term Recovery and Restoration  o   Fire Suppression Repair is a series of immediate post-fire actions taken to repair damages and minimize potential soil erosion and impacts resulting from fire suppression activities and usually begins before the fire is contained, and before the demobilization of an Incident Management Team. This work repairs the hand and dozer fire lines, roads, trails, staging areas, safety zones, and drop points used during fire suppression efforts.  o   Emergency Stabilization-Burned Area Emergency Response (BAER) is a rapid assessment of burned watersheds by a BAER team to identify imminent post-wildfire threats to human life and safety, property, and critical natural or cultural resources on National Forest System lands and take immediate actions to implement emergency stabilization measures before the first post-fire damaging events. Fires result in loss of vegetation, exposure of soil to erosion, and increased water runoff that may lead to flooding, increased sediment, debris flows, and damage to critical natural and cultural resources. BAER actions such as: mulching, seeding, installation of erosion and water run-off control structures, temporary barriers to protect recovering areas, and installation of warning signs may be implemented. BAER work may also replace safety related facilities; remove safety hazards; prevent permanent loss of habitat for threatened and endangered species; prevent the spread of noxious weeds, and protect critical cultural resources.  o   Long-Term Recovery and Restoration utilizes non-emergency actions to improve fire-damaged lands that are unlikely to recover naturally and to repair or replace facilities damaged by the fire that are not critical to life and safety. This phase may include restoring burned habitat, reforestation, other planting or seeding, monitoring fire effects, replacing burned fences, interpreting cultural sites, treating noxious weed infestations, and installing interpretive signs. 

",https://inciweb.nwcg.gov/incident/7699/,Burned Area Emergency Response,N/A,"41.733 latitude, -122.107 longitude",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2021 Payette Wilderness Fires,"

Image options: [ Full Size ]Three fires are burning in the Frank Church River of No Return Wilderness on the Payette National Forest. The Club, Rush Creek, and Vinegar fires were started by lightning on July 15, 2021.A trail closure in the area of the Club Fire was put in place on September 9th. Please review this closure in updated documents and maps at the Club Fire Inciweb page.When recreating in the burned area, the public needs to manage their own risk by being aware of uncontrolled fire, fire weakened trees, rolling debris and loose footing. 
The Rush Creek Fire experienced growth to the southeast and increased in size by 1,400 acres on September 6.  After this growth, the fire has continued to slowly spread, backing into the wind to the South and West. It is working its way towards lookout mountain Ridge and Black Pole. This fire started at the confluence of Telephone and Rush Creeks, 14 miles southwest of Taylor Ranch (lat/long: 45 59 00 x 114 59 35).  Following two days of unsuccessful initial attack suppression efforts using helicopter water drops, a point protection and monitoring strategy was adopted. Firefighters completed point protection for the University of Idaho research station at Taylor Ranch. A separate Inciweb entry has been created and can be found at https://inciweb.nwcg.gov/incident/7710/ or by searching Rush Creek in the incident search bar. 
The Vinegar Fire has not shown fire activity for nearly two weeks as of September 7. This fire started approximately 2 miles north of the Cabin Creek Administrative Site (lat/long: 45 10 44 x 114 54 19). The Cabin Creek Airstrip has been closed to general aviation, NOTAM # I0807-141. Firefighters are working to protect the historic structures at Cabin Creek Ranch. A separate Inciweb entry has been created and can be found at https://inciweb.nwcg.gov/incident/7709/ or by searching Vinegar Fire in the incident search bar. 
The Club Fire experienced growth to the east and northeast on September 6 and 7, 2021 adding about 1,400 acres to the total acreage. Subsequent days have continued to see growth to the east/northeast due to high winds and low relative humidity, however cloud and smoke cover on the morning of September 10 was limiting fire behavior. The fire is surrounded by burn scars from previous fires, though some older burned areas are not slowing growth. The fire has been burning actively through the 1988 Silver Fire, but managers are not seeing active spread through the 2007 Tag Fire area. Firefighters are in place at Cold Meadows Guard Station establishing point protection for the administrative site. As of September 9th, the fire was estimated to be around 2.5 miles to the southwest of Cold Meadows. This fire started 3 miles southwest of Root Ranch. Crews have completed point protection on values at risk to the admin site in close cooperation with Root Ranch personnel. The Club, Rush Creek, and Vinegar fires were started by lightning on July 15, 2021.  A separate Inciweb entry has been created and can be found at https://inciweb.nwcg.gov/incident/7704/ or by searching Club Firein the incident search bar. 
The Club, Rush Creek, and Vinegar fires were started by lightning on July 15, 2021.Regarding our response to wilderness wildfires, we respond to every wildfire with the safety of the public and our firefighters as our highest priority. The safety of the public, communities and all front-line responders will always remain our highest priority. Our response may have a wide range of actions including indirect engagement such as using direct and indirect confinement strategies and point protection.  With every new fire start, fire managers engage in a comprehensive risk analysis to identify the safest and most appropriate management actions - firefighters will not directly engage unless necessary and only when risk is mitigated to an acceptable level.
Wildfire decisions are inherently complex. These decisions are based on sound risk management and the best information available, to include fire behavior, fire danger conditions, mitigation of hazards, available resources, firefighter and public safety, and values that are threatened. 

",https://inciweb.nwcg.gov/incident/7700/,Wildfire,N/A,"45 latitude, -115 longitude","Timber (Grass, Litter and Understory)",N/A,N/A,Frank Church River of No Return Wilderness,"Lightning on July 15, 2021 ignited multiple fires on the Payette National Forest. The Rush Creek Fire was detected on 7/16. The Club and Vinegar fires were detected on 7/17. 

One additional fire from the July 15th lightning remained small and was called out on 7/18. Lightning on 7/19 also ignited 3 more fires, all of which have remained small.",N/A,14,N/A,Lightning,Continue to protect private and historic values.,N/A,"Thursday July 15th, 2021 approx.   12:00 AM",N/A,N/A,"Friday October 01st, 2021 approx.   12:00 AM"
Hoover,"

Image options: [ Full Size ]The Hoover Fire is one of multiple fires burning in Yosemite National Park. This 59-acre fire was caused by lightning on Monday, July 19, at around 2 pm in the Illilouette drainage at 7800 feet. Helicopters with bucket drops and hand crews are using full perimeter control tactics to suppress this fire. It is currently 100% contained.
Each of these fires is being managed based on its location, potential impacts, and other key factors. Many of the fires are burning in high elevation wilderness areas, ranging from 7,000 to 9,700 feet.
Yosemite National Park is a fire-adapted ecosystem. The strategy for all fires is to provide employee and public safety and protect natural and cultural resources. Currently, there are no threats to infrastructure.

",https://inciweb.nwcg.gov/incident/7701/,Wildfire,NPS / Yosemite National Park,"37.654 latitude, -119.489 longitude",Timber litter understory,N/A,N/A,Illilouette drainage,N/A,59 Acres,41,N/A,Lightning,N/A,N/A,"Monday July 19th, 2021 approx.   02:00 PM",N/A,100%,N/A
Christensen Fire ,"

Image options: [ Full Size ]The Christensen Fire started on July 16, 2021 approximately 12 miles West of Wise River, Montana. Located on the Beaverhead-Deerlodge National Forest, the cause of the Christensen Fire has not been determined. The fire terrain is made up of forest timber with 2 feet high underbrush and heavy fuel loads of dead and down lodgepole pine. The surrounding valleys are characterized by short sage and grass mix.
The fire is being managed by the Northern Rockies Incident Management Team #6, Incident Commander Jay Winfield.
Forest Closure Orders are in effect for the fire area. Please see up to date closure orders at Beaverhead-Deerlodge NF: Beaverhead-Deerlodge NF Closure   

",https://inciweb.nwcg.gov/incident/7702/,Wildfire,"Jay Winfield, Northern Rockies Team #6","45.781 latitude, -113.226 longitude","Timber (Litter and Understory)
Brush (2 feet)",Fire in Bryant creeks will continue to be active and has to potential to move down drainage. Fire growth to the north may trigger management actions.,N/A,"12 Miles West of Wise River, MT",N/A,"13,175 Acres",N/A,This will be the final update for Christensen Fire. The fire has burned into the Alder Creek fire and the two fires will reported together as the Alder Fire.,Lightning,Monitor,Warm and dry conditions will continue through the first half of this week. Zero chance of wetting rain on Tuesday.,"Friday July 16th, 2021 approx.   02:15 PM",Fire was actively spotting today and joined Alder Creek fire. Northeasterly movement continues in Bryant Creek toward Calvert Hill.,20%,"Wednesday December 01st, 2021 approx.   12:00 AM"
Peak Fire,"

Image options: [ Full Size ]This fire is now 100% contained, as of August 11, 2021. Peak Fire has burned approximately 2,098 acres of grass and brush south of Lake Isabella between Walker Basin and the Kern River Valley, near the community of Havilah.
For further information, please call the incident contact above. 

",https://inciweb.nwcg.gov/incident/7703/,Wildfire,N/A,"35.406 latitude, -118.436 longitude",N/A,N/A,N/A,"Walker Basin, Claraville",N/A,"2,098 Acres",N/A,N/A,Unknown,N/A,N/A,"Tuesday July 20th, 2021 approx.   11:39 AM",N/A,100%,N/A
